name,geometry,@id,direction
ကားကြီးဂိတ် မှတ်တိုင်,POINT (96.2900746 16.734564),node/4841032481,east
ကားကြီးဂိတ် မှတ်တိုင်,POINT (96.1726169 16.9218912),node/4854846688,East; east; north
ကားကြီးဂိတ် မှတ်တိုင်,POINT (96.0778062 16.9616418),node/4873395707,Intbound; south; southeast; southwest; west
ကားကြီးဂိတ် မှတ်တိုင်,POINT (96.0779085 16.9616213),node/4873395708,east; north; northeast
ကားကြီးဂိတ် မှတ်တိုင်,POINT (96.2089896 16.8474004),node/4836223420,E; inbound; north; outboundinbound; south; west
ကားကြီးဂိတ် မှတ်တိုင်,POINT (96.2517541 16.8671556),node/4841302373,outbound; outboundinbound
ကားကြီးဂိတ် မှတ်တိုင်,POINT (96.2517177 16.8671964),node/4841302374,inbound; outboundinbound
ကားကြီးတဲ မှတ်တိုင်,POINT (96.405257 16.7525877),node/4841104840,west
ကားကြီးတဲ မှတ်တိုင်,POINT (96.4049972 16.7523785),node/4841104841,east
ကားလေး ဂိတ် မှတ်တိုင်,POINT (96.2379927 16.8516379),node/4841285050,northwest; outbound
ကားလေး ဂိတ် မှတ်တိုင်,POINT (96.2379462 16.8517241),node/4841285051,inbound; southeast
ကာလေးဂိတ် မှတ်တိုင်,POINT (96.0400357 17.1007238),node/4903236979,Outbound; outbound
ကားလေးဂိတ် မှတ်တိုင်,POINT (96.0396367 17.0996117),node/4903236978,Inbound; inbound
ကားလေးဂိတ် မှတ်တိုင်,POINT (96.1717559 16.8779039),node/4869075874,E; east
ကားလေးဂိတ် မှတ်တိုင်,POINT (96.1716511 16.8778602),node/4869078353,E; outbound
ကားလေးဂိတ် မှတ်တိုင်,POINT (96.080863 16.9563571),node/4846989391,east; north; northeast
ကားလေးဂိတ် မှတ်တိုင်,POINT (96.0808463 16.9562281),node/4873392999,Intbound; south; southeast; southwest; west
ကားကြီးဂိတ် မှတ်တိုင်,POINT (96.2090914 16.8474036),node/4836223419,E; east; north; northeast; outbound; outboundinbound; south
ကိုတင်မောင်ခြံဝ မှတ်တိုင်,POINT (96.3058856 16.6959878),node/4871162371,east; forward; north
ကိုတင်မောင်ခြံဝ မှတ်တိုင်,POINT (96.3057324 16.6957887),node/4871162372,east; south; southeast
ကိုးသုံးလုံး မှတ်တိုင်,POINT (96.0744439 16.9821293),node/4873416039,Intbound; northeast; south; southeast; southwest; west
ကိုးသုံးလုံး မှတ်တိုင်,POINT (96.0744815 16.9821902),node/4873416040,east; north; northeast; southwest
ကုက္ကိုင်း မှတ်တိုင်,POINT (96.1521931 16.8237928),node/4855206667,S; east; north
ကုက္ကိုင်း မှတ်တိုင်,POINT (96.15307 16.8235735),node/4905135998,S; south; west
ကုက္ကိုင်း / ကျောင်းရှေ့ မှတ်တိုင်,POINT (96.1552102 16.8206012),node/4847128269,S; inbound; southwest
ကုက္ကိုင်း / ကျောင်းရှေ့ မှတ်တိုင်,POINT (96.1553127 16.8206726),node/4847129454,N; S; northeast
ကုတို့ဆိပ် မှတ်တိုင်,POINT (96.1699971 16.8810149),node/6315395693,E; outbound
ကုတို့ဆိပ် မှတ်တိုင်,POINT (96.1697158 16.8812312),node/6315395694,E; outbound
ကုန်းကွေ့ မှတ်တိုင်,POINT (95.9598775 17.2318817),node/4903543688,
ကုန်းကွေ့ မှတ်တိုင်,POINT (95.9601726 17.231843),node/4903543689,
ကုန်းကွေ့ ၁ မှတ်တိုင်,POINT (95.9606346 17.2270324),node/4903541610,
ကုန်းကွေ့ ၁ မှတ်တိုင်,POINT (95.9608408 17.2270127),node/4903541611,
ကုန်ဈေးတန်း မှတ်တိုင်,POINT (96.1551121 16.7770696),node/4841026430,Outbound; inbound; north; outbound
ကုန်းတလပေါင် မှတ်တိုင်,POINT (96.1446041 17.0007236),node/4841328556,N; north; west
ကုန်းတလပေါင် မှတ်တိုင်,POINT (96.1444559 17.0005533),node/4841328557,east; inbound; south
ကုန်တိုက် မှတ်တိုင်,POINT (96.2348754 16.8481381),node/4841268547,northwest; outbound
ကုန်တိုက် မှတ်တိုင်,POINT (96.2349837 16.8482771),node/4841268548,inbound; southeast
ကုန်းထိပ် မှတ်တိုင်,POINT (96.1290578 17.0046405),node/4841367699,Outbound; east; outbound
ကုန်ပဒေသာ မှတ်တိုင်,POINT (96.2006444 16.8842888),node/4840941814,Northeast; S; north; north east; northeast; northwest; south
ကုန်ပဒေသာ မှတ်တိုင်,POINT (96.2004756 16.8842093),node/4840941815,S; Southwest; inbound; north; north east; south; southeast
ကုန်ပဒေသာ မှတ်တိုင်,POINT (96.227595 16.8500137),node/4863464671,outboundinbound; west
ကုန်ပဒေသာ မှတ်တိုင်,POINT (96.2275002 16.8497854),node/4863464672,east; outboundinbound
ကုလား ဘုရား မှတ်တိုင်,POINT (96.1289844 16.9056875),node/4841246559,Outbound; east; north; outbound
ကုလား ဘုရား မှတ်တိုင်,POINT (96.1288004 16.9059047),node/4841246560,Inbound; inbound; south; west
ကုလား ဘုရား မှတ်တိုင်,POINT (96.1804518 16.8347909),node/4840877007,east; north
ကုလား ဘုရား မှတ်တိုင်,POINT (96.1804122 16.8348536),node/4840877008,outbound; south
ကုလားကျောင်း မှတ်တိုင်,POINT (96.1207675 16.8654461),node/4848759187,Inbound; S; south; southwest
ကုလားကျောင်း မှတ်တိုင်,POINT (96.1211296 16.8647686),node/4848760604,
ကုလားကုန်း မှတ်တိုင်,POINT (95.9890586 17.1729438),node/4903363356,
ကုလားကုန်း မှတ်တိုင်,POINT (95.9891652 17.1730154),node/4903363357,
ကုလားစု မှတ်တိုင်,POINT (96.197263 16.835046),node/4836256585,E; inbound; south; west
ကုလားစု မှတ်တိုင်,POINT (96.1973999 16.8349529),node/4836256586,E; east; north; outbound
ကေတုမာလာ ကွေ့ မှတ်တိုင်,POINT (96.17213 16.8562665),node/4859222224,S; Southwest; north; north east; outbound; outboundinbound; south
ကေတုမာလာ ကွေ့ မှတ်တိုင်,POINT (96.172079 16.8561443),node/4859222225,Northeast; outbound; outboundinbound; south
ကေတုမာလာ ကွေ့ မှတ်တိုင်,POINT (96.1722059 16.8561743),node/5213864619,S; north; north east
ကော့မှူး မှတ်တိုင်,POINT (96.0624977 16.5448128),node/4884941326,north
ကော့မှူး မှတ်တိုင်,POINT (96.0624343 16.5448101),node/4884941327,south
ကော်စက် မှတ်တိုင်,POINT (96.1883677 16.8138901),node/4836327039,east; inbound; north; south; west
ကော်စက် မှတ်တိုင်,POINT (96.1883911 16.8138389),node/4836327040,east; north; northeast; south
ခံကုန်း မှတ်တိုင်,POINT (95.955004 17.2631025),node/4903542832,
ခံကုန်း မှတ်တိုင်,POINT (95.9552058 17.2631104),node/4903542833,
ခင်မမကြား မှတ်တိုင်,POINT (96.1985753 16.7841941),node/4840873192,E; north; west
ခင်မမကြား မှတ်တိုင်,POINT (96.1985359 16.7838985),node/4840873191,E; east; south
ခန်းမ မှတ်တိုင်,POINT (96.2145881 16.79071),node/4849308029,S; inbound; north
ခန်းမ မှတ်တိုင်,POINT (96.2145455 16.7905077),node/4849308030,N; south
ခပ်ချီးယား မှတ်တိုင်,POINT (96.1864254 16.8262334),node/4836295532,E; inbound; south
ခပ်ချီးယား မှတ်တိုင်,POINT (96.1867532 16.8261885),node/4836295533,E; north; outbound
ချင်းမလေးကရင်ဆိပ် (ကရင်ဆိပ်) မှတ်တိုင်,POINT (96.3705859 16.7625341),node/4841095398,west
ချင်းမလေးကရင်ဆိပ် (ကရင်ဆိပ်) မှတ်တိုင်,POINT (96.3705869 16.7623072),node/4841095399,east
ချန်မာဖီ မှတ်တိုင်,POINT (96.1295571 16.7875328),node/4835983265,E; Outbound; north
ချမ်းမြေ့သာယာ မှတ်တိုင်,POINT (96.3199115 16.6498463),node/4871593255,east; forward
ချမ်းမြေ့သာယာ မှတ်တိုင်,POINT (96.3195848 16.6499242),node/4871593256,east; southeast
ချမ်းအေး မှတ်တိုင်,POINT (96.208127 16.8330457),node/4836451350,north; northeast; south
ချမ်းအေး မှတ်တိုင်,POINT (96.2079914 16.8328619),node/4836451351,inbound; north; southeast
ချမ်းအေး မှတ်တိုင်,POINT (95.9792093 17.1800823),node/4903385369,
ချမ်းအေး မှတ်တိုင်,POINT (95.979254 17.1802194),node/4903385370,
ချောင်း (၁) မှတ်တိုင်,POINT (96.3117785 16.7455214),node/4841059174,west
ချောင်း (၁) မှတ်တိုင်,POINT (96.311777 16.7452343),node/4841059175,east
ချောင်းဝ မှတ်တိုင်,POINT (96.116094 16.8334049),node/4846993823,E; Intbound; east; south; southeast
ချော်တွင်းကုန်း မှတ်တိုင်,POINT (96.1577586 16.8507355),node/4847104006,E; N; Outbound; Southwest; north; northeast; outbound; outboundinbound
ချော်တွင်းကုန်း မှတ်တိုင်,POINT (96.1572897 16.8489782),node/4847108238,E; inbound; south; southwest
ချော်တွင်းကုန်း မှတ်တိုင်,POINT (96.1580712 16.8502283),node/4861149646,outbound
ချော်တွင်းကုန်း မှတ်တိုင်,POINT (96.1580608 16.8500971),node/4861155448,Northeast; outbound; outboundinbound; south
ခရမ်း မှတ်တိုင်,POINT (96.5664867 16.9057891),node/4912509511,S
ခရမ်း မှတ်တိုင်,POINT (96.5665247 16.9057251),node/4912509512,N; east
ခရေပင် လမ်းခွဲ မှတ်တိုင်,POINT (96.1317194 16.9272881),node/4841258815,Outbound; east; north; outbound
ခရေပင် လမ်းခွဲ မှတ်တိုင်,POINT (96.1314853 16.9272398),node/4841258816,Inbound; inbound; south; west
ခရေပင် လမ်းခွဲ မှတ်တိုင်,POINT (96.1320366 16.9284282),node/4849363985,east; north; south; west
ခရေပင် လမ်းခွဲ မှတ်တိုင်,POINT (96.1321257 16.9282205),node/4849363986,East; north; southeast; west
ခရေပင် လမ်းခွဲ (အနောက်) မှတ်တိုင်,POINT (96.1298429 16.9292976),node/4849324867,east; north; west
ခရေပင် လမ်းခွဲ (အနောက်) မှတ်တိုင်,POINT (96.1298554 16.9290848),node/4849324868,East; southeast; west
ခရေပင်ရိပ်မွန် မှတ်တိုင်,POINT (96.1488684 16.9345265),node/5130352208,east; north; south; west
ခရေပင်ရိပ်မွန် မှတ်တိုင်,POINT (96.148937 16.9343756),node/5130352209,East; north; south; southeast; west
ခြံပေါက် မှတ်တိုင်,POINT (96.1274861 17.0079024),node/4841370580,Outbound; east; outbound
ခြံပေါက် မှတ်တိုင်,POINT (96.1272794 17.0083024),node/4841370581,Inbound; inbound; west
ခြံဝိုင်း မှတ်တိုင်,POINT (96.3434268 16.7626751),node/4841055015,west
ခြံဝိုင်း မှတ်တိုင်,POINT (96.3436678 16.7625769),node/4841055016,east
ခြောက်ထပ်ကြီး ဘုရား မှတ်တိုင်,POINT (96.1659239 16.8112547),node/4836361677,E; east; north east; south; southeast
ခြောက်ထပ်ကြီး ဘုရား မှတ်တိုင်,POINT (96.1654525 16.8112503),node/4836361678,E; north; north east; southeast; west
ခြောက်လမ်း မှတ်တိုင်,POINT (96.1852701 16.8037283),node/4993894222,Outbound; S; north
ခြောက်လမ်း မှတ်တိုင်,POINT (96.1850638 16.8038049),node/4993894223,S; inbound; south
ခြောက်လမ်းသွား မှတ်တိုင်,POINT (96.2971411 16.7382492),node/4841033045,west
ခြောက်လမ်းသွား မှတ်တိုင်,POINT (96.2972434 16.7381202),node/4841033046,east
ခြောက်သမ မှတ်တိုင်,POINT (96.0507102 16.8792837),node/5170967059,
ခြောက်သမ မှတ်တိုင်,POINT (96.0506052 16.8792939),node/5170967060,
ခဝဲခြံ မှတ်တိုင်,POINT (96.1195725 16.8692971),node/4848743542,Inbound; S; south; southwest
ခဝဲခြံ မှတ်တိုင်,POINT (96.1197131 16.8695048),node/4848743543,Outbound; S; norhtwest; north; northeast
ခွန်ထိပ် မှတ်တိုင်,POINT (96.5164111 16.7601269),node/4841225625,west
ခွန်ထိပ် မှတ်တိုင်,POINT (96.5163498 16.7600112),node/4841225626,east
ခိုင်ရွှေဝါ မှတ်တိုင်,POINT (96.1251685 16.8260103),node/4836035583,north
ခိုင်ရွှေဝါ မှတ်တိုင်,POINT (96.1251285 16.8256928),node/4836035584,north; south
ခိုင်ရွှေဝါ မှတ်တိုင်,POINT (96.2152165 16.7987515),node/5217388057,E; east; outbound
ခိုင်ရွှေဝါ မှတ်တိုင်,POINT (96.2151586 16.7987866),node/5217388058,E; east; outbound
ခေမာ မှတ်တိုင်,POINT (96.167861 16.8859924),node/4848822293,outbound; south; southwest
ခေမာ မှတ်တိုင်,POINT (96.1677856 16.8857828),node/4848822294,east; north; northeast; southeast
ခေါင်သုံးလုံး မှတ်တိုင်,POINT (96.0841485 16.957107),node/4873663330,east; north
ခေါင်သုံးလုံး မှတ်တိုင်,POINT (96.0841522 16.9570532),node/4390145689,southeast; west
ဂန္ဒီ မှတ်တိုင်,POINT (96.1747197 16.7712446),node/4868988479,west
ဂန္ဓမာဟိုးဆေး မှတ်တိုင်,POINT (96.1600897 16.8635735),node/5755400350,
ဂန္ဓမာဟိုးဆေး မှတ်တိုင်,POINT (96.1597251 16.8637531),node/5755400351,
ဂန္ဓာရုံ မှတ်တိုင်,POINT (96.1640368 16.8865601),node/4848832094,north; northeast; southeast
ဂန္ဓာရုံ မှတ်တိုင်,POINT (96.1641432 16.8866091),node/4848832095,south; southwest
ဂန္နီ မှတ်တိုင်,POINT (96.1741502 16.7737357),node/4836534448,N; east; outbound; south
ဂန္နီ မှတ်တိုင်,POINT (96.1743574 16.7738435),node/4898745193,inbound
ဂျပန် လမ်း မှတ်တိုင်,POINT (96.0976985 16.9050685),node/4847196650,E; INBOUND; Intbound; north; northeast; south
ဂျပန်ဆိုက် မှတ်တိုင်,POINT (95.9963835 17.1580676),node/4903340599,
ဂျပန်ဆိုက် မှတ်တိုင်,POINT (95.9966496 17.1581472),node/4903340600,
ဂျမား မှတ်တိုင်,POINT (96.1609008 16.801313),node/4855172140,west
ဂျမား မှတ်တိုင်,POINT (96.160915 16.8011891),node/4855172141,east
ဂျီတီစီဆိုက်သစ် မှတ်တိုင်,POINT (96.0069083 17.1234926),node/4903304701,Inbound; inbound
ဂျီတီစီဆိုက်သစ် မှတ်တိုင်,POINT (96.0070209 17.1235301),node/4903304702,Outbound; outbound
ဂျီတီစီရေအိုး မှတ်တိုင်,POINT (96.0056794 17.1261554),node/4903311628,Inbound; inbound
ဂျီတီစီရေအိုး မှတ်တိုင်,POINT (96.0058825 17.1262296),node/4903311629,Outbound; outbound
ဂျီတီစီအလယ်ပေါက် မှတ်တိုင်,POINT (96.00424 17.1294647),node/4903310998,Inbound; inbound
ဂျီတီစီအလယ်ပေါက် မှတ်တိုင်,POINT (96.0044573 17.1296529),node/4903310999,Outbound; outbound
ဂျီအီးစီ မှတ်တိုင်,POINT (96.2272832 16.8439726),node/4841259186,E; outbound
ဂျီအီးစီ မှတ်တိုင်,POINT (96.2270809 16.844244),node/4841264414,E; inbound
ဂါတ်တဲကွေ့ မှတ်တိုင်,POINT (96.3252527 16.63834),node/4871646983,east; forward
ဂါတ်တဲကွေ့ မှတ်တိုင်,POINT (96.3249976 16.6382964),node/4871646984,east; southeast
ဂိတ် (၁) မှတ်တိုင်,POINT (96.3119322 16.6831345),node/4871306553,east; forward
ဂိတ် (၁) မှတ်တိုင်,POINT (96.3117528 16.683081),node/4871306554,east; southeast
ဂိတ်ဝ မှတ်တိုင်,POINT (96.2174979 16.7911522),node/4849303223,S; inbound; north
ဂိတ်ဝ မှတ်တိုင်,POINT (96.2168152 16.7905939),node/4849303224,N; south
ဂိတ်ဝ မှတ်တိုင်,POINT (96.290627 16.7161147),node/4871078091,east; forward; north
ဂိတ်ဝ မှတ်တိုင်,POINT (96.2904477 16.7160093),node/4871078092,east; south; southeast
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.0447616 16.8971345),node/4836264563,inbound; south; southwest; west
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.0449204 16.8973082),node/4836264564,East; Outbound; north; northeast
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.313934 16.6818334),node/4871318572,east; southeast
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.3140803 16.6819397),node/4871318573,east; forward
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.1262812 17.0442469),node/4841267193,Inbound; inbound
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.1261508 17.0443289),node/4841267194,N; Outbound; outbound
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.1999347 16.9023907),node/4848753454,S; W; south; southwest
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.19995 16.90236),node/4848753455,E; S; north; northeast
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.1577113 16.893797),node/4848835074,northwest; south; southwest
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.2296096 16.8523717),node/4863439470,outboundinbound; west
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.229669 16.8523247),node/4863439471,east; outboundinbound
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.0960957 16.9646932),node/4873579474,north; northeast; south
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.0965003 16.9639879),node/4873579475,north; southwest
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.1929855 16.8389936),node/4840893892,east; north
ဂိတ်ဟောင်းကွေ မှတ်တိုင်,POINT (96.1731294 16.9141483),node/4855047182,W
ဂိတ်ဟောင်းကွေ မှတ်တိုင်,POINT (96.1731151 16.9140624),node/4855047183,E
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.1908507 16.8480854),node/5127660999,south
ဂိတ်ဟောင်း မှတ်တိုင်,POINT (96.1909262 16.8480186),node/5127661000,north
ဂိတ်ေဟောင်း မှတ်တိုင်,POINT (96.2070333 16.8973574),node/4672372889,Southwest; inbound; north; outbound; south
ဂိတ်ေဟောင်း မှတ်တိုင်,POINT (96.2075131 16.8965238),node/4868943749,Northeast; east; north; northeast; south
ငခင်ညိုလမ်း မှတ်တိုင်,POINT (96.2057847 16.8956388),node/6127629202,Southwest; east; inbound; north
ငခင်ညိုလမ်း မှတ်တိုင်,POINT (96.205284 16.896461),node/6129602094,Southwest; inbound; north; outbound; south
ငပိတဲ မှတ်တိုင်,POINT (96.2266893 17.1151582),node/4875388396,north
ငပိတဲ မှတ်တိုင်,POINT (96.2263939 17.1151259),node/4875388397,south
ငပိအုတ်ပေါက် မှတ်တိုင်,POINT (96.487322 16.7529633),node/4841202379,west
ငပိအုတ်ပေါက် မှတ်တိုင်,POINT (96.4873603 16.7527246),node/4841202380,east
ငမောက်ဈေး မှတ်တိုင်,POINT (96.0769541 16.9794411),node/5132579825,east; north; northeast
ငြိမ်းချမ်းရေး မှတ်တိုင်,POINT (96.071942 16.9865749),node/4873340391,east; north; northeast; southwest
ငှက်ပျောခြံ မှတ်တိုင်,POINT (95.9594441 17.2363082),node/4903544977,
ငှက်ပျောခြံ မှတ်တိုင်,POINT (95.9592694 17.2362943),node/4903544978,
ငါး ခြောက် (၅-၆) မှတ်တိုင်,POINT (96.1158326 16.8574236),node/4863322036,north
ငါး ခြောက် (၅-၆) မှတ်တိုင်,POINT (96.1157212 16.857398),node/4863322037,north; south
ငါးစု မှတ်တိုင်,POINT (96.295477 16.7078042),node/4871098755,east; forward; north
ငါးစု မှတ်တိုင်,POINT (96.2952365 16.7078649),node/4871098756,east; south; southeast
ငါးထပ်ကြီး ဘုရား မှတ်တိုင်,POINT (96.163348 16.8105464),node/4836359217,E; east; north east; south; southeast
ငါးထပ်ကြီးဘုရား မှတ်တိုင်,POINT (96.1629989 16.8107043),node/4836359218,E; north; north east; southeast; west
ငုံးခြံ မှတ်တိုင်,POINT (96.2955542 16.7375192),node/4841037730,west
ငုံးခြံ မှတ်တိုင်,POINT (96.2956624 16.7373248),node/4841037731,east
စကားဝါ မှတ်တိုင်,POINT (96.2141358 16.8194518),node/4875458341,north
စကားဝါ မှတ်တိုင်,POINT (96.2140283 16.8194459),node/4875458342,southeast
စက်မှု (၁) မှတ်တိုင်,POINT (96.1581859 16.8262328),node/4397056295,S; east; inbound; south
စက်မှု (၁) မှတ်တိုင်,POINT (96.157245 16.8275954),node/4855354116,S; east; north
စက်မှု (၁) မှတ်တိုင်,POINT (96.1572609 16.8276441),node/4855354117,S; south; west
စက်မှု (၁) မှတ်တိုင်,POINT (96.1587545 16.825963),node/4905259556,Outbound; S; north
စက်မှု (၁)/မြန်မာပလာဇာ မှတ်တိုင်,POINT (96.15443 16.8270167),node/4847106224,N; S; east; north; northeast
စက်မှု (၁)/မြန်မာပလာဇာ မှတ်တိုင်,POINT (96.1542046 16.8270278),node/4863257342,S; inbound; south; southwest; west
စက်မှုဇုံ မှတ်တိုင်,POINT (96.0822067 16.8566499),node/4847105569,E; east; northeast; southeast
စက်မှုဇုံ မှတ်တိုင်,POINT (96.0823605 16.8567505),node/4905429503,E; anticlockwise; northwest; southeast; southwest; west
စက်မှုဇုံ ( ၂ ) မှတ်တိုင်,POINT (96.2297588 16.841943),node/4841261282,E; outbound; southeast
စက်မှုဇုံ ( ၂ ) မှတ်တိုင်,POINT (96.2299047 16.8418644),node/4841262520,E; northwest
စက်မှုဇုံ ( ၂ ) မှတ်တိုင်,POINT (96.2298354 16.8419406),node/5203938222,inbound
စက်မှုဇုံ ဈေး မှတ်တိုင်,POINT (96.2326208 16.8383926),node/4861169954,E; southeast
စက်မှုဇုံ ဈေး မှတ်တိုင်,POINT (96.2324972 16.8387876),node/4861193946,E; northwest
စက်မှုလမ်း မှတ်တိုင်,POINT (96.0890193 16.9206251),node/4918708467,northeast
စက်မှုလမ်း မှတ်တိုင်,POINT (96.088783 16.9206436),node/4918708468,southwest
စက်ရုံရှေ့ မှတ်တိုင်,POINT (96.214944 16.8176514),node/4875458343,north
စက်ရုံရှေ့ မှတ်တိုင်,POINT (96.2147995 16.8176441),node/4875458344,southeast
စခန်းကြီး မှတ်တိုင်,POINT (96.2269245 17.1228053),node/4875388398,north
စခန်းကြီး မှတ်တိုင်,POINT (96.226637 17.122695),node/4875388399,south
စစ်ကြောရေး/ လျှော်ရွေး မှတ်တိုင်,POINT (96.1109244 16.8481677),node/4847035980,E; Intbound; south; southeast
စစ်စည်းတော မှတ်တိုင်,POINT (96.2832556 16.7238885),node/4871048784,east; south; southeast
စစ်စည်းတော မှတ်တိုင်,POINT (96.2834722 16.7239282),node/4871048785,east; forward; north
စစ်တပ် မှတ်တိုင်,POINT (96.0975803 16.9581957),node/4873577799,east; north; southwest
စစ်တပ် မှတ်တိုင်,POINT (96.0973533 16.9580199),node/4873577800,north; northeast; south; southeast; west
စစ်တောင်း လမ်းထိပ် မှတ်တိုင်,POINT (96.2343184 16.8316446),node/4861148804,E; southeast
စစ်တောင်း လမ်းထိပ် မှတ်တိုင်,POINT (96.2342068 16.8319213),node/4861150272,E; northwest
စစ်တောင်းလမ်း မှတ်တိုင်,POINT (96.1963324 16.8729068),node/4840938240,Northeast; S; north; north east; outbound
စစ်တောင်းလမ်း မှတ်တိုင်,POINT (96.1963052 16.8729613),node/4840938241,S; Southwest; north east; outbound; south
စစ်ပင်ကွင်း မှတ်တိုင်,POINT (96.3175848 16.7484377),node/4841054937,west
စစ်ပင်ကွင်း မှတ်တိုင်,POINT (96.3177132 16.7481996),node/4841059605,east
စည်ပင် မှတ်တိုင်,POINT (96.2254221 16.9082886),node/3928715908,outbound
စည်ပင် မှတ်တိုင်,POINT (96.2353765 16.9306657),node/4858878628,outbound
စည်ပင် မှတ်တိုင်,POINT (96.2355555 16.9309123),node/4858878629,east
စည်ပင် မှတ်တိုင်,POINT (96.2254922 16.9081359),node/4869248206,east
စည်ပင်လမ်းခွဲ မှတ်တိုင်,POINT (96.1807987 17.3200993),node/4901296489,north
စည်ပင်လမ်းခွဲ မှတ်တိုင်,POINT (96.1805492 17.320056),node/4901296490,south
စနေမ မှတ်တိုင်,POINT (96.0416039 16.8724135),node/3266257457,E; Outbound; inbound; north; northeast; outbound; outboundinbound; south
စနေမ မှတ်တိုင်,POINT (96.0415902 16.8723191),node/4883101283,E; inbound; north; outbound; outboundinbound; south; southwest
စန်းသော်တာ မှတ်တိုင်,POINT (96.2268449 17.1046485),node/4875382641,north
စန်းသော်တာ မှတ်တိုင်,POINT (96.2267046 17.1046679),node/4875382642,south
စံပယ် မှတ်တိုင်,POINT (96.1708597 16.9142321),node/4855057611,W
စံပယ် မှတ်တိုင်,POINT (96.1708129 16.9141173),node/4855057612,E
စံပြ မှတ်တိုင်,POINT (96.1867554 17.3350737),node/4901260630,north
စံပြ မှတ်တိုင်,POINT (96.1865245 17.3350643),node/4901260631,south
စံပြ ဈေး / ငမိုးရိပ် မှတ်တိုင်,POINT (96.2041281 16.8432251),node/4905607306,E; north; outboundinbound
စံပြ ဈေး / ငမိုးရိပ် မှတ်တိုင်,POINT (96.2043455 16.8419281),node/4836224221,E; inbound; south; west
စံပြ ဈေး / ငမိုးရိပ် မှတ်တိုင်,POINT (96.204705 16.8419988),node/4836224222,E; east; north; outbound
စံပြ ဈေးကွေ့ မှတ်တိုင်,POINT (96.2074295 16.8395139),node/4836458056,inbound; north; southeast
စံပြ ဈေးကွေ့ မှတ်တိုင်,POINT (96.2075723 16.8384132),node/4836458055,north; northeast; south
စံပြ ရုပ်ရှင်ရုံ မှတ်တိုင်,POINT (96.1450671 16.7779036),node/4840993983,norhtwest; north; outbound
စံပြ ရုပ်ရှင်ရုံ မှတ်တိုင်,POINT (96.1447887 16.7787051),node/4840993984,south
စံပြ ရုပ်ရှင်ရုံ မှတ်တိုင်,POINT (96.1442454 16.7774018),node/4841035826,Outbound
စမ်းချောင်းပေါက် မှတ်တိုင်,POINT (96.1048378 17.0805165),node/4903159393,Inbound; inbound
စံရိပ်ငြိမ် မှတ်တိုင်,POINT (96.1295218 16.8308141),node/4849071008,INBOUND; Inbound; S; outbound; south
စံရိပ်ငြိမ် မှတ်တိုင်,POINT (96.1295542 16.8318034),node/4849071009,OUTBOUND; Outbound; S; inbound; norhtwest; north
စလင်းကွင်း မှတ်တိုင်,POINT (96.1260663 16.8120414),node/4836015187,Outbound; north
စလင်းကွင်း မှတ်တိုင်,POINT (96.1259435 16.8127361),node/4836015188,Inbound; east; north; south
စွမ်းအင် မှတ်တိုင်,POINT (96.2023514 16.8808042),node/4836223403,S; Southwest; inbound; north; north east; south; southeast
စွမ်းအင် မှတ်တိုင်,POINT (96.2024753 16.8807936),node/4836223404,Northeast; S; north; north east; northeast; northwest; south
စာတိုက် မှတ်တိုင်,POINT (96.200993 16.7888684),node/4840885758,E; east; south
စာတိုက် မှတ်တိုင်,POINT (96.1334308 16.9236042),node/4841258377,Outbound; east; north; outbound
စာတိုက် မှတ်တိုင်,POINT (96.1333032 16.923214),node/4841258378,Inbound; inbound; south; west
စာတိုက်ကြီး မှတ်တိုင်,POINT (96.1624264 16.7692624),node/4840996111,Outbound
စာတိုက်ကြီး မှတ်တိုင်,POINT (96.1624539 16.7691201),node/4905162529,Inbound; outbound
စာဘူးတောင်း မှတ်တိုင်,POINT (96.2270135 17.207387),node/4875491827,
စာဘူးတောင်း မှတ်တိုင်,POINT (96.2269682 17.2073546),node/4875592423,north
စာဘူးတောင်း မှတ်တိုင်,POINT (96.2268954 17.207241),node/4875592424,south
စိတ်ကျန်းမာရေးဆေးရုံ မှတ်တိုင်,POINT (96.2568778 16.9618942),node/4858867574,outbound
စိတ်ကျန်းမာရေးဆေးရုံ မှတ်တိုင်,POINT (96.2570884 16.9617713),node/4858867575,east
စိနျဂဟောပါရမီ မှတ်တိုင်,POINT (96.1215121 16.8573989),node/6639600271,outbound
စိနျဂဟောပါရမီ မှတ်တိုင်,POINT (96.1215425 16.8574862),node/6639600272,
