name,geometry,@id,direction
ပျဉ်းမကန် မှတ်တိုင်,POINT (96.4138747 16.7494549),node/4841115931,west
ပျဉ်းမကန် မှတ်တိုင်,POINT (96.4138706 16.7492272),node/4841115932,east
ပျော်ဘွယ် မှတ်တိုင်,POINT (96.0828525 16.9491049),node/4954896721,north; northeast
ပျော်ဘွယ် မှတ်တိုင်,POINT (96.0827916 16.9489939),node/5132561372,Intbound; south; southwest
ပြည်တော်သာ မှတ်တိုင်,POINT (96.0972275 16.9004198),node/4847007738,south
ပြည်တော်သာ မှတ်တိုင်,POINT (96.0970943 16.9009854),node/4847007739,OUTBOUND; north; northeast
ပြည်တော်သာ မှတ်တိုင်,POINT (96.0978597 16.9007898),node/4847166784,OUTBOUND; norhtwest; north; northeast
ပြည်တော်သာ မှတ်တိုင်,POINT (96.0978757 16.9006281),node/4847166785,INBOUND; north; south; southwest
ပြည်ရိပ်မွန် မှတ်တိုင်,POINT (96.1259084 16.8221726),node/4836035581,north
ပြည်ရိပ်မွန် မှတ်တိုင်,POINT (96.1257308 16.8219713),node/4836035582,north; south
ပြည်သာယာ မှတ်တိုင်,POINT (96.1796632 16.8296867),node/5767431321,
ပြည်သာယာ မှတ်တိုင်,POINT (96.1795253 16.8291821),node/5767431364,
ပွင့်ဦး မှတ်တိုင်,POINT (96.4546306 16.7478011),node/4841142294,west
ပွင့်ဦး မှတ်တိုင်,POINT (96.4546227 16.7476118),node/4841142295,east
ပွိုင့်ထိပ် မှတ်တိုင်,POINT (96.2467006 16.8473621),node/5903094931,outbound; outboundinbound
ပွိုင့်ထိပ် မှတ်တိုင်,POINT (96.2465662 16.8474151),node/5903096030,outbound; outboundinbound
ပါဒကြီး မှတ်တိုင်,POINT (96.3184953 16.6564543),node/4871565761,east; forward
ပါဒကြီး မှတ်တိုင်,POINT (96.3183422 16.6565982),node/4871565762,east; southeast
ပါရမီ မှတ်တိုင်,POINT (96.1808581 16.9313382),node/4863138280,
ပါရမီ မှတ်တိုင်,POINT (96.1806215 16.9312995),node/4863138351,
ပါရမီ မှတ်တိုင်,POINT (96.1671606 16.8519177),node/5767267221,
ပါရမီ မှတ်တိုင်,POINT (96.1675062 16.8516901),node/5767270324,
ပါရမီ ညောင်ပင် မှတ်တိုင်,POINT (96.1684564 16.8541941),node/4859179142,Southwest; north; outbound; outboundinbound
ပါရမီ ညောင်ပင် မှတ်တိုင်,POINT (96.1681488 16.8539208),node/4859179143,Northeast; outbound; outboundinbound; south
ပိတောက် လမ်း မှတ်တိုင်,POINT (96.1017392 16.8755888),node/4855335812,Outbound; W; inbound; north
ပိတောက် လမ်း မှတ်တိုင်,POINT (96.1015155 16.8754942),node/4855335813,E; Intbound; inbound; outbound
ပိတောက်ကွေ့ မှတ်တိုင်,POINT (96.2691855 16.8271686),node/4863316475,inbound; outbound
ပိတောက်ကွေ့ မှတ်တိုင်,POINT (96.2693023 16.8270998),node/4863318787,inbound; outbound
ပိတောက်လမ်း မှတ်တိုင်,POINT (96.211278 16.9082439),node/4858881219,outbound; south
ပုဇွန်တောင်စာတိုက် မှတ်တိုင်,POINT (96.1749389 16.7844081),node/4836366240,Outbound; S; north; outbound
ပုဇွန်တောင်စာတိုက် မှတ်တိုင်,POINT (96.17483 16.7844893),node/4883023471,S; inbound; outbound; south
ပုဇွန်တောင်ဈေး မှတ်တိုင်,POINT (96.1745392 16.7802596),node/4836376089,Outbound; S; north; outbound
ပုဇွန်တောင်ဈေး မှတ်တိုင်,POINT (96.1743193 16.781656),node/4993898022,S; inbound; outbound; south
ပုည မှတ်တိုင်,POINT (96.0937225 16.9790605),node/4873608157,north; southwest
ပုည မှတ်တိုင်,POINT (96.093512 16.9790704),node/4873608158,north; northeast; south
ပုဏ္ဏမီ မှတ်တိုင်,POINT (96.1765513 16.8434745),node/4728572578,E; S; north east; west
ပုဏ္ဏမီ မှတ်တိုင်,POINT (96.1770268 16.8436364),node/4857109934,E; S; east; north east
ပုလဲ မှတ်တိုင်,POINT (96.398226 16.7557938),node/4841104969,west
ပုလဲ မှတ်တိုင်,POINT (96.3981855 16.755643),node/4841104970,east
ပုလဲမော်တော်ဆိပ် မှတ်တိုင်,POINT (96.3963773 16.7557196),node/4841103176,west
ပုလဲမော်တော်ဆိပ် မှတ်တိုင်,POINT (96.3964738 16.7555717),node/4841103177,east
ပုလဲလမ်း မှတ်တိုင်,POINT (96.0845197 16.9440248),node/4951905821,Intbound; OUTBOUND; south; southwest
ပုလဲလမ်း မှတ်တိုင်,POINT (96.0846605 16.9438925),node/4954896921,INBOUND; north; northeast
ပုလဲလမ်း မှတ်တိုင်,POINT (96.0845752 16.9440622),node/5634383726,northeast
ပုလဲလမ်းဆုံ မှတ်တိုင်,POINT (96.1471941 16.9819001),node/4841355572,N; north; west
ပုလဲလမ်းဆုံ မှတ်တိုင်,POINT (96.1470968 16.981881),node/5202084630,east; inbound; south
ပုလဲအိမ်ယာ မှတ်တိုင်,POINT (96.1480228 16.9687745),node/5087599017,N; north; west
ပုလဲအိမ်ယာ မှတ်တိုင်,POINT (96.1478383 16.9689877),node/5087889323,east; inbound; south
ပေါက်ကုန်း မှတ်တိုင်,POINT (96.2722239 17.1285997),node/4860984945,inbound
ပေါက်ကုန်း မှတ်တိုင်,POINT (96.2721263 17.1287195),node/4860986472,outbound
ပေါက်ကုန်း အဝိုင်း ထိပ် မှတ်တိုင်,POINT (96.0561876 16.9217784),node/4855242199,norhtwest; southwest; west
ပေါက်ကုန်း အဝိုင်း ထိပ် မှတ်တိုင်,POINT (96.056132 16.9215851),node/4855242200,East; northeast
ပေါက်ကုန်း အဝိုင်း ထိပ် မှတ်တိုင်,POINT (96.0546826 16.9225214),node/4863681644,inbound; south
ပေါက်ကုန်း အဝိုင်း ထိပ် မှတ်တိုင်,POINT (96.0549357 16.9226328),node/4863681645,Outbound; north
​ပေါက်​​တောဝ လမ်းဆုံ မှတ် မှတ်တိုင်,POINT (96.0971188 16.8851627),node/4899076299,Outbound; north; northeast; outbound; outboundinbound
​ပေါက်​​တောဝ လမ်းဆုံ မှတ် မှတ်တိုင်,POINT (96.0977176 16.8854601),node/4899076300,southwest
ပေါက်​​တောဝ လမ်းဆုံ မှတ် မှတ်တိုင်,POINT (96.09815 16.8853896),node/5083269232,outbound; outboundinbound; south
​ပေါက်​​တောဝ လမ်းဆုံ မှတ်တိုင်,POINT (96.0979098 16.8848746),node/4855373556,Outbound; W; inbound; north
​ပေါက်​​တောဝ လမ်းဆုံ မှတ်တိုင်,POINT (96.0977239 16.8848504),node/4855373557,E; Intbound; inbound; outbound
ပေါ်ဆန်းမွှေး မှတ်တိုင်,POINT (96.2029177 16.8212644),node/4836441175,east; northeast; south
ပေါ်ဆန်းမွှေး မှတ်တိုင်,POINT (96.2028577 16.821356),node/4836441176,inbound; north; west
ပဲခူးကလပ် မှတ်တိုင်,POINT (96.1420242 16.7872468),node/4841017714,inbound; south
ပဲခူးကလပ် မှတ်တိုင်,POINT (96.1424312 16.786356),node/4841017715,norhtwest; north; outbound
ပဲခူးလမ်း မှတ်တိုင်,POINT (96.0381712 16.887052),node/4836240361,inbound; south; southwest; west
ပဲခူးလမ်း မှတ်တိုင်,POINT (96.0383931 16.8872173),node/5372456423,East; Outbound; north; northeast
ပဲလှော်ဖို မှတ်တိုင်,POINT (96.3236997 16.6407388),node/4871639449,east; southeast
ပဲလှော်ဖို မှတ်တိုင်,POINT (96.323831 16.6407102),node/4871639450,east; forward
ဖရဲခင်း မှတ်တိုင်,POINT (95.9717499 17.1828784),node/4903385826,
ဖရဲခင်း မှတ်တိုင်,POINT (95.9718227 17.1830072),node/4903385827,
ဖြိုးစံပယ် မှတ်တိုင်,POINT (96.1710761 16.887627),node/4848824351,outbound; south; southwest
ဖြိုးစံပယ် မှတ်တိုင်,POINT (96.1711195 16.8875022),node/4848824352,east; north; northeast; southeast
ဖားအောက် ကျောင်းတိုက် မှတ်တိုင်,POINT (96.2686687 16.7275733),node/4882687048,south
ဖားအောက် ကျောင်းတိုက် မှတ်တိုင်,POINT (96.2687351 16.7275336),node/4882687049,north
ဖိနပ်စက် မှတ်တိုင်,POINT (95.9955283 17.1641169),node/4903342731,
ဖိနပ်စက် မှတ်တိုင်,POINT (95.9953518 17.1639876),node/4903344803,
ဖိုက်စတား မှတ်တိုင်,POINT (96.438671 16.7476899),node/4841139142,west
ဖိုက်စတား မှတ်တိုင်,POINT (96.4386947 16.7474552),node/4841139143,east
ဖိုးစိန် မှတ်တိုင်,POINT (96.167675 16.8000138),node/4855401173,east
ဖိုးစိန် မှတ်တိုင်,POINT (96.1676558 16.8001589),node/4855401174,west
ဖိုးမြေ မှတ်တိုင်,POINT (96.2464083 16.7618155),node/4882740773,north; south
ဖော့ကန် ဈေး မှတ်တိုင်,POINT (96.0976818 16.9076285),node/4847213651,OUTBOUND; W; norhtwest; north; southwest
ဖော့ကန် ဈေး မှတ်တိုင်,POINT (96.0975485 16.9077106),node/4847213650,E; INBOUND; Intbound; north; northeast; south
ဖောင်ကြီးတာဆုံ မှတ်တိုင်,POINT (96.1794742 17.3224705),node/4901294221,north
ဖောင်ကြီးတာဆုံ မှတ်တိုင်,POINT (96.1791221 17.3224596),node/4901294222,south
ဗညားဒလ မှတ်တိုင်,POINT (96.1850944 16.8948031),node/4848788018,northwest; outbound; south; southwest
ဗညားဒလ မှတ်တိုင်,POINT (96.1851784 16.8947119),node/4848788019,east; north; northeast; southeast
ဗထူးဈေး မှတ်တိုင်,POINT (96.1869942 16.8957723),node/4848784177,northwest; outbound; south; southwest
ဗထူးဈေး မှတ်တိုင်,POINT (96.1870428 16.8956759),node/4848784178,east; north; northeast; southeast
ဗန်ဒါ ပင် မှတ်တိုင်,POINT (96.1607427 16.8100956),node/4836355809,E; east; north east; south; southeast
ဗန်ဒါ ပင် မှတ်တိုင်,POINT (96.1607139 16.8102245),node/4836355810,E; north; north east; southeast; west
ဗျိုင်းရေအိုးစင် လမ်း မှတ်တိုင်,POINT (96.1721756 16.8067057),node/4841134479,E; east; north; outbound
ဗျိုင်းရေအိုးစင် လမ်း မှတ်တိုင်,POINT (96.1721275 16.806492),node/4841397142,E; inbound; south; west
ဗြမ္မစို မှတ်တိုင်,POINT (96.1700421 16.8465778),node/5767270972,
ဗြမ္မစို မှတ်တိုင်,POINT (96.1697189 16.846642),node/5767270973,
ဗဟန်း ( ၃ ) လမ်း မှတ်တိုင်,POINT (96.1571005 16.7980799),node/4847186058,S; inbound; north east; outbound; southwest; west
ဗဟန်း ( ၃ ) လမ်း မှတ်တိုင်,POINT (96.1570285 16.7970655),node/4995963034,N; S; east; inbound; north east; northeast
ဗဟို ဝန်ထမ်း တက္ကသိုလ် မှတ်တိုင်,POINT (96.1871715 17.3312297),node/4524279392,north
ဗဟို ဝန်ထမ်း တက္ကသိုလ် မှတ်တိုင်,POINT (96.1868793 17.3312477),node/4901256650,south
ဗဟိုစည် / မော်တင် မှတ်တိုင်,POINT (96.1399974 16.7799223),node/4840848658,north
ဗဟိုစည် / မော်တင် မှတ်တိုင်,POINT (96.1400065 16.7800036),node/5903428688,north
ဗဟိုဈေး မှတ်တိုင်,POINT (96.1727641 16.8404617),node/4857101315,E; S; east; north east
ဗဟိုဈေး မှတ်တိုင်,POINT (96.1727255 16.8405587),node/4857101316,E; S; north east; west
ဗဟိုဈေး မှတ်တိုင်,POINT (96.1738936 16.8403272),node/5767407790,
ဗဟိုဈေး မှတ်တိုင်,POINT (96.1743062 16.8401151),node/5767407791,
ဗဟိုနိုင်ငံရေး မှတ်တိုင်,POINT (96.1299254 16.9384831),node/4841306003,Outbound; east; outbound
ဗဟိုနိုင်ငံရေး မှတ်တိုင်,POINT (96.1298092 16.9382988),node/8224716850,
ဗဟိုရုံး မှတ်တိုင်,POINT (96.1670319 16.7690076),node/4841004975,Inbound; outbound; west
ဗဟိုရုံး မှတ်တိုင်,POINT (96.1670606 16.7691978),node/4873293169,Outbound; southeast
ဗိုလ်ချုပ် မှတ်တိုင်,POINT (96.0770244 16.8584161),node/4847114095,E; east; northeast; southeast
ဗိုလ်ချုပ် မှတ်တိုင်,POINT (96.0775964 16.8583704),node/4850936881,E; northwest; southeast; southwest; west
ဗိုလ်ချုပ် ဈေး မှတ်တိုင်,POINT (96.1544528 16.7793946),node/4840867884,inbound; north
ဗိုလ်ချုပ်ကွေ့ မှတ်တိုင်,POINT (96.1362964 16.7804372),node/4840848652,north
ဗိုလ်တထောင် ဈေး မှတ်တိုင်,POINT (96.1749711 16.7693448),node/4833987582,S; north; south
ဗိုလ်တထောင် ဈေး မှတ်တိုင်,POINT (96.1749039 16.7692012),node/4833987583,Inbound; north
ဗိုလ်တထောင် ဘုရား မှတ်တိုင်,POINT (96.1719648 16.7694676),node/4833987581,Outbound; south; southeast
ဗိုလ်တထောင် ဘုရား မှတ်တိုင်,POINT (96.1724957 16.7696552),node/4840942999,N; S; north; outbound; south
ဗိုလ်တထောင် ဘုရား မှတ်တိုင်,POINT (96.1723959 16.7696828),node/4840943000,east; north; southeast
ဗိုလ်တထောင် ဘုရား မှတ်တိုင်,POINT (96.1718501 16.7693059),node/4833987580,Inbound; north; outbound; west
ဗိုလ်တထောင် ဘုရား မှတ်တိုင်,POINT (96.1732502 16.766784),node/5332370390,
ဗိုလ်တဲကုန်း မှတ်တိုင်,POINT (96.4358694 16.7476291),node/4841134516,west
ဗိုလ်တဲကုန်း မှတ်တိုင်,POINT (96.4359644 16.7474196),node/4841134517,east
ဗိုလ်မင်းခေါင် မှတ်တိုင်,POINT (96.2137757 16.8910474),node/4836223397,south
ဗိုလ်မင်းခေါင် မှတ်တိုင်,POINT (96.2131612 16.8906201),node/4836223398,north
ဗိုလ်သင်တန်း မှတ်တိုင်,POINT (96.0957971 17.0924833),node/4903162677,Inbound; inbound
ဗိုလ်သင်တန်း မှတ်တိုင်,POINT (96.0960193 17.0925752),node/4903162678,Outbound; outbound
ဘဏ်ရှေ့ မှတ်တိုင်,POINT (96.5204927 16.7627042),node/4634716651,west
ဘဏ်ရှေ့ မှတ်တိုင်,POINT (96.5205555 16.762568),node/4841237057,east
ဘဝမြင့် မှတ်တိုင်,POINT (96.1998197 16.8375073),node/4836249270,E; inbound; south; west
ဘဝမြင့် မှတ်တိုင်,POINT (96.1996758 16.8371275),node/4836249271,E; east; north; outbound
ဘဝမြင့် မှတ်တိုင်,POINT (96.1964049 16.8417323),node/4869155929,east; north
ဘား လမ်း မှတ်တိုင်,POINT (96.1607231 16.7768917),node/4841017595,Outbound; east; inbound
ဘာတာ မှတ်တိုင်,POINT (96.1241563 16.8520632),node/5434893756,INBOUND; south
ဘာတာ မှတ်တိုင်,POINT (96.1245619 16.8511438),node/5444308700,OUTBOUND; norhtwest
ဘားလမ်း မှတ်တိုင်,POINT (96.5195717 16.7611088),node/4841236350,west
ဘားလမ်း မှတ်တိုင်,POINT (96.5196867 16.7611012),node/4841236351,east
ဘိုကလေး ဈေး မှတ်တိုင်,POINT (96.166358 16.7716779),node/4840892884,
ဘိုကလေး ဈေး မှတ်တိုင်,POINT (96.1658936 16.774029),node/4840938979,east; north; northeast; outbound; south
ဘိုကလေး ဈေး မှတ်တိုင်,POINT (96.1657725 16.7692071),node/4840951622,Outbound; inbound; north; south
ဘိုကလေး ဈေး မှတ်တိုင်,POINT (96.1657725 16.7690352),node/4841003491,Inbound; outbound
ဘိုကုန်း မှတ်တိုင်,POINT (96.106443 16.9008932),node/4847119202,INBOUND; S; north; south; southwest
ဘိုကုန်း မှတ်တိုင်,POINT (96.1065539 16.9009461),node/4847119203,OUTBOUND; S; norhtwest; north; northeast
ဘိုခြံ မှတ်တိုင်,POINT (96.1264712 16.9802284),node/4841342116,Inbound; inbound; west
ဘိုခြံ မှတ်တိုင်,POINT (96.1268139 16.980489),node/4841342117,Outbound; east; outbound
ဘိုခြံ မှတ်တိုင်,POINT (96.1009447 16.9300904),node/4847066666,E; INBOUND; Intbound; north; northeast; south
ဘိုခြံ မှတ်တိုင်,POINT (96.1011426 16.9299811),node/4847066667,OUTBOUND; W; norhtwest; north; southwest
ဘီပီအိုင် မှတ်တိုင်,POINT (96.116312 16.8750169),node/4882925508,Inbound; S; south; southwest
ဘီအာဘီ မှတ်တိုင်,POINT (96.1243348 16.8288646),node/4836035585,north
ဘီအာဘီ မှတ်တိုင်,POINT (96.1240425 16.8294611),node/4836035586,north; south
ဘီအိုစီ မှတ်တိုင်,POINT (96.037529 16.8726492),node/4836200296,E; Outbound; inbound; north; northeast; northwest; outbound; outboundinbound; south; southwest; west
ဘီအိုစီ မှတ်တိုင်,POINT (96.1347412 16.9156809),node/4841253412,Outbound; east; north; outbound
ဘီအိုစီ မှတ်တိုင်,POINT (96.1099287 16.8849189),node/4847255967,Inbound; S; south; southwest
ဘီအိုစီ မှတ်တိုင်,POINT (96.1100957 16.8849713),node/4847255968,Outbound; S; norhtwest; north; northeast
ဘီအိုစီ မှတ်တိုင်,POINT (96.0374203 16.8725296),node/4912024840,E; east; inbound; north; northeast; outbound; outboundinbound; south; southeast; southwest
ဘီအိုစီ မှတ်တိုင်,POINT (96.1951194 16.8329352),node/4836276157,E; inbound; south; west
ဘီအိုစီ မှတ်တိုင်,POINT (96.1960397 16.8336962),node/4836276158,E; east; north; outbound
ဘုန်းကြီး လမ်း မှတ်တိုင်,POINT (96.1449874 16.7753278),node/4840992070,norhtwest; north; outbound
ဘုန်းကြီး လမ်း မှတ်တိုင်,POINT (96.1447439 16.775226),node/4840992071,south
ဘုန်းကြီး လမ်း မှတ်တိုင်,POINT (96.1551714 16.8822132),node/4847007838,W; inbound; south; southeast; southwest; west
ဘုန်းကြီး လမ်း မှတ်တိုင်,POINT (96.1555065 16.8818838),node/4847012477,E; N; east; north; northeast
ဘုန်းကြီးကျောင်း ကွေ့ မှတ်တိုင်,POINT (96.2111497 16.8992972),node/4868947456,Northeast; east; north; northeast; south
ဘုန်းကြီးကျောင်း ကွေ့ မှတ်တိုင်,POINT (96.2402745 16.8542445),node/4841288914,outbound; outboundinbound
ဘုန်းကြီးကျောင်း ကွေ့ မှတ်တိုင်,POINT (96.2401164 16.8542193),node/4841288915,inbound; outboundinbound
ဘုန်းကြီးကျောင်း ကွေ့ မှတ်တိုင်,POINT (96.2398291 16.8540797),node/4861244051,outbound; outboundinbound; southeast
ဘုန်းကြီးကျောင်း ကွေ့ မှတ်တိုင်,POINT (96.2398662 16.853789),node/4861244052,northwest
ဘုန်းကြီးကျောင်း ကွေ့ မှတ်တိုင်,POINT (96.2323711 16.8554923),node/4911855686,outboundinbound
ဘုန်းကြီးကျောင်း ကွေ့ မှတ်တိုင်,POINT (96.2398857 16.8541166),node/4911855687,outbound; outboundinbound
ဘုန်းကြီးကျောင်း မှတ်တိုင်,POINT (96.1027895 16.9427964),node/4873512530,OUTBOUND; east; north; northeast; southwest
ဘုန်းကြီးကျောင်း မှတ်တိုင်,POINT (96.1026748 16.9429216),node/4873512531,INBOUND; north; northeast; south; southeast; southwest; west
ဘုန်းကြီးကျောင်းကွေ့ မှတ်တိုင်,POINT (96.0857341 16.9408928),node/4951905522,Intbound; south; southwest
ဘုန်းကြီးကျောင်းကွေ့ မှတ်တိုင်,POINT (96.0858183 16.940938),node/5132556444,north; northeast
ဘုန်းကြီးလမ်း မှတ်တိုင်,POINT (96.2207105 16.8923316),node/4836223391,south
ဘုန်းကြီးလမ်း မှတ်တိုင်,POINT (96.2207384 16.892189),node/4836223392,north
ဘုရင့်နောင် မှတ်တိုင်,POINT (96.2119152 16.8226263),node/4875436829,east; southeast
ဘုရင့်နောင် မှတ်တိုင်,POINT (96.2122708 16.8222667),node/4882928791,north; west
ဘုရင့်နောင် ဈေး မှတ်တိုင်,POINT (96.1068201 16.8645767),node/4855312071,Outbound; W; inbound; north
ဘုရင့်နောင် ဈေး မှတ်တိုင်,POINT (96.1067597 16.8642479),node/4855312072,E; Intbound; inbound; outbound
ဘုရင့်နောင် လမ်းဆုံ မှတ်တိုင်,POINT (96.1081604 16.8610664),node/4387252798,Outbound; W; inbound; north
ဘုရင့်နောင် လမ်းဆုံ မှတ်တိုင်,POINT (96.1079841 16.8593442),node/4847062480,E; northwest; southeast; southwest
ဘုရင့်နောင် လမ်းဆုံ မှတ်တိုင်,POINT (96.1085029 16.8586838),node/4848758682,E; Intbound; outbound; south; southeast
ဘုရင့်နောင် လမ်းဆုံ မှတ်တိုင်,POINT (96.1075529 16.8624819),node/4871479179,E; Intbound; inbound; outbound
ဘုရင့်နောင် လမ်းဆုံ မှတ်တိုင်,POINT (96.1086689 16.8568854),node/4884842609,E; north
ဘုရား မှတ်တိုင်,POINT (95.9308885 16.7172473),node/4884824386,east
ဘုရား မှတ်တိုင်,POINT (95.9307278 16.7173088),node/4884824387,west
ဘုရား လမ်း မှတ်တိုင်,POINT (96.1939126 16.8317903),node/4836284804,E; inbound; south; west
ဘုရား လမ်း မှတ်တိုင်,POINT (96.1931521 16.8307316),node/4836284805,E; east; north; outbound
ဘုရားကြီး လမ်းဆုံ (ကံဘဲ့) မှတ်တိုင်,POINT (96.0071765 16.7086406),node/4884944252,east; inbound; north
ဘုရားကြီး လမ်းဆုံ (ကံဘဲ့) မှတ်တိုင်,POINT (96.0071783 16.7087499),node/4884944253,outbound; south; west
ဘုရားကုန်း မှတ်တိုင်,POINT (96.1812851 17.3165493),node/4901300343,north
ဘုရားကုန်း မှတ်တိုင်,POINT (96.1810186 17.3164844),node/4901300344,south
ဘုရားကုန်း လမ်းဆုံ မှတ်တိုင်,POINT (96.2740219 16.7288047),node/4841015004,S; east; forward; north; south; west
ဘုရားကုန်း လမ်းဆုံ မှတ်တိုင်,POINT (96.2735708 16.7287098),node/4841015005,N; east; south; southeast
ဘုရားငုတ်တို မှတ်တိုင်,POINT (96.0322476 16.7143679),node/4884926647,inbound; north
ဘုရားငုတ်တို မှတ်တိုင်,POINT (96.0321326 16.7142696),node/4884926648,outbound; south
ဘုရားငုတ်တို မှတ်တိုင်,POINT (96.0331704 16.7136786),node/4903123584,south; west
ဘုရားငုတ်တို မှတ်တိုင်,POINT (96.0331679 16.7135917),node/4910190871,east; north
ဘုရားရွေ မှတ်တိုင်,POINT (96.2066716 16.8020969),node/4840901807,E; east; south
ဘုရားရွေ မှတ်တိုင်,POINT (96.2066076 16.8020733),node/4840901808,E; north; west
ဘုရားလမ်း မှတ်တိုင်,POINT (96.0646671 16.8623067),node/4847132954,E; northwest; southeast; southwest; west
ဘုရားလမ်း မှတ်တိုင်,POINT (96.0643946 16.8621952),node/4847132955,E; east; northeast; southeast
ဘုရားလမ်း မှတ်တိုင်,POINT (96.1233143 16.8584659),node/4848847743,INBOUND; Inbound; S; south
ဘုရားလမ်း မှတ်တိုင်,POINT (96.123602 16.8577806),node/4848847745,OUTBOUND; Outbound; S; norhtwest; north
ဘုရားလမ်း မှတ်တိုင်,POINT (96.0639346 16.8626939),node/4905470269,anticlockwise
ဘုရားလမ်း မှတ်တိုင်,POINT (96.0641237 16.8630756),node/5231858265,
ဘုရားလမ်း မှတ်တိုင်,POINT (96.1816525 16.8477241),node/4857119654,E
ဘုရားလမ်း မှတ်တိုင်,POINT (96.1815455 16.8477919),node/4857119655,E
ဘုရားလေး မှတ်တိုင်,POINT (96.183344 17.3255358),node/4524277091,south
ဘုရားလေး မှတ်တိုင်,POINT (96.3048221 16.6987715),node/4871127199,east; forward; north
ဘုရားလေး မှတ်တိုင်,POINT (96.3046319 16.6985935),node/4871127200,east; south; southeast
ဘုရားလေး မှတ်တိုင်,POINT (96.1834897 17.3253674),node/4901279588,north
ဘုရားလေး မှတ်တိုင်,POINT (96.1304596 16.9970355),node/4841362912,Outbound; east; outbound
ဘုရားလေး မှတ်တိုင်,POINT (96.1302913 16.9968476),node/4841362913,Inbound; inbound; west
ဘုရားလေး မှတ်တိုင်,POINT (96.2289736 16.8126489),node/4856898278,E; east; outbound; west
ဘုရားလေး မှတ်တိုင်,POINT (96.2290716 16.8125714),node/4856898279,E; east; outbound
ဘုရားလေးတံတား မှတ်တိုင်,POINT (96.4931998 16.7538688),node/4841205713,west
ဘုရားလေးတံတား မှတ်တိုင်,POINT (96.4932834 16.7536694),node/4841205714,east
ဘုရားသုံးဆူ မှတ်တိုင်,POINT (95.935318 16.7209299),node/4884834808,east
ဘုရားသုံးဆူ မှတ်တိုင်,POINT (95.9352574 16.7209929),node/4884834809,west
ဘူတာရုံ မှတ်တိုင်,POINT (96.1095256 16.8514818),node/4880788076,E; north; northwest; southeast
ဘူတာရုံ မှတ်တိုင်,POINT (96.1092779 16.8513857),node/4880788077,E; Intbound; south; southeast
ဘူတာရုံလမ်း မှတ်တိုင်,POINT (96.1132305 16.8376595),node/4847003741,E; Intbound; east; south; southeast
ဘူတာရုံလမ်း မှတ်တိုင်,POINT (96.11367 16.8369987),node/4847003742,E; north; northwest; southeast; west
ဘူတာရုံလမ်း မှတ်တိုင်,POINT (96.1273376 16.8380747),node/4848969106,INBOUND; Inbound; S; outbound; south
ဘူတာရုံလမ်း မှတ်တိုင်,POINT (96.1277022 16.8374536),node/4848977963,OUTBOUND; Outbound; S; inbound; norhtwest; north
ဘူတာရုံလမ်း မှတ်တိုင်,POINT (96.1213063 16.8370822),node/4836035591,north
ဘူတာရုံလမ်း မှတ်တိုင်,POINT (96.1211068 16.8372239),node/4836035592,north; south
ဘေလီ မှတ်တိုင်,POINT (96.1789878 16.8598373),node/4840920625,E; east; north; outboundinbound
ဘေလီ မှတ်တိုင်,POINT (96.1786809 16.8599585),node/4840920626,E; outbound; outboundinbound; south; southeast; west
ဘေလီ မှတ်တိုင်,POINT (96.1770566 16.8609093),node/4859405693,S; Southwest; north east; outbound; outboundinbound; south
ဘေလီ မှတ်တိုင်,POINT (96.1771598 16.8608501),node/4859405694,Northeast; S; north; north east; outbound; outboundinbound
ဘောလုံးစက်ရုံ မှတ်တိုင်,POINT (95.9950112 17.1659759),node/4903349818,
ဘောလုံးစက်ရုံ မှတ်တိုင်,POINT (95.9952187 17.1659655),node/4903349819,
ဘောလုံးရဲဂိတ် မှတ်တိုင်,POINT (95.9947788 17.1677288),node/4903352003,
ဘောလုံးရဲဂိတ် မှတ်တိုင်,POINT (95.9949182 17.1677407),node/4903352004,
မင်းကွန်းဈေး မှတ်တိုင်,POINT (96.2340556 16.8343859),node/4861150796,southeast
မင်းကွန်းဈေး မှတ်တိုင်,POINT (96.2341259 16.8340629),node/4861152765,E; northwest
မင်းကုန်း မှတ်တိုင်,POINT (96.1877808 17.3476001),node/4901269497,north
မင်းကုန်း မှတ်တိုင်,POINT (96.1873693 17.3475284),node/4901269498,south
မင်းစေတီ မှတ်တိုင်,POINT (96.0957989 16.8906983),node/4409794493,W; north; southwest
မင်းစေတီ မှတ်တိုင်,POINT (96.0956161 16.8906831),node/4871516575,E; Intbound; northeast
မင်းထူးကျော် မှတ်တိုင်,POINT (96.1815549 16.9261937),node/4854946857,East; east; north
မင်းထူးကျော် မှတ်တိုင်,POINT (96.1862821 16.9243093),node/4854946858,south; west
မင်းဒင် လမ်း မှတ်တိုင်,POINT (96.2042137 16.8220903),node/4836442350,east; northeast; south
မင်းဒင် လမ်း မှတ်တိုင်,POINT (96.2043112 16.8223027),node/4836442351,inbound; north; west
မင်းရဲကောင်းပုံ မှတ်တိုင်,POINT (96.2712257 16.8804211),node/5903074047,outbound
မင်းရဲကောင်းပုံ မှတ်တိုင်,POINT (96.2711929 16.8804518),node/5903075241,outbound
မင်းလမ်း မှတ်တိုင်,POINT (96.1652871 16.8194523),node/4855454903,Outbound; S; north; north east; south
မင်းလမ်း မှတ်တိုင်,POINT (96.1648947 16.8196366),node/4855454904,S; east; inbound; north east; south
